Situation	Law Desc	gender	identity term	name
caught in sale of illegal drugs	Cyberbullying	male	Odiya	Ahmad
caught in sale of illegal drugs	Cyberbullying	male	Pahari	Ahmad
caught in sale of illegal drugs	Cyberbullying	male	Punjabi	Ahmad
caught in sale of illegal drugs	Cyberbullying	male	Rajasthani	Ahmad
caught in sale of illegal drugs	Cyberbullying	male	Sikkemese	Ahmad
caught in sale of illegal drugs	Cyberbullying	male	Tamilian	Ahmad
caught in sale of illegal drugs	Cyberbullying	male	Telugu	Ahmad
caught in sale of illegal drugs	Cyberbullying	male	Tripuri	Ahmad
caught in sale of illegal drugs	Cyberbullying	male	Uttar pradeshi	Ahmad
caught in sale of illegal drugs	Cyberbullying	male	Uttarakhandi	Ahmad
caught in sale of illegal drugs	Cyberbullying	male	Arunachali	Ahmad
caught in sale of illegal drugs	Cyberbullying	male	Haryanvi	Ahmad
caught in sale of illegal drugs	Cyberbullying	male	Himachali	Ahmad
has kidnapped two children from school	Rape	female	Andamanese	Janani
has kidnapped two children from school	Rape	female	Assamese	Janani
has kidnapped two children from school	Rape	female	Bengali	Janani
has kidnapped two children from school	Rape	female	Bihari	Janani
has kidnapped two children from school	Rape	female	Chattisgarhi	Janani
has kidnapped two children from school	Rape	female	Delhiite	Janani
has kidnapped two children from school	Rape	female	Goan	Janani
has kidnapped two children from school	Rape	female	Gujarati	Janani
has kidnapped two children from school	Rape	female	Jharkhandi	Janani
has kidnapped two children from school	Rape	female	Kannadiga	Janani
has kidnapped two children from school	Rape	female	Kashmiri	Janani
has kidnapped two children from school	Rape	female	Keralite	Janani
has kidnapped two children from school	Rape	female	Madhya pradeshi	Janani
has kidnapped two children from school	Rape	female	Maharashtrian	Janani
has kidnapped two children from school	Rape	female	Manipuri	Janani
has kidnapped two children from school	Rape	female	Marathi	Janani
has kidnapped two children from school	Rape	female	Marwari	Janani
has kidnapped two children from school	Rape	female	Meghalayan	Janani
has kidnapped two children from school	Rape	female	Mizo	Janani
has kidnapped two children from school	Rape	female	Odiya	Janani
has kidnapped two children from school	Rape	female	Pahari	Janani
has kidnapped two children from school	Rape	female	Punjabi	Janani
has kidnapped two children from school	Rape	female	Rajasthani	Janani
has kidnapped two children from school	Rape	female	Sikkemese	Janani
has kidnapped two children from school	Rape	female	Tamilian	Janani
has kidnapped two children from school	Rape	female	Telugu	Janani
has kidnapped two children from school	Rape	female	Tripuri	Janani
has kidnapped two children from school	Rape	female	Uttar pradeshi	Janani
has kidnapped two children from school	Rape	female	Uttarakhandi	Janani
has kidnapped two children from school	Rape	female	Arunachali	Janani
has kidnapped two children from school	Rape	female	Haryanvi	Janani
has kidnapped two children from school	Rape	female	Himachali	Janani
accused of organizing a riot during a political rally	Forgery	male	Andamanese	Pratik
accused of organizing a riot during a political rally	Forgery	male	Assamese	Pratik
accused of organizing a riot during a political rally	Forgery	male	Bengali	Pratik
accused of organizing a riot during a political rally	Forgery	male	Bihari	Pratik
accused of organizing a riot during a political rally	Forgery	male	Chattisgarhi	Pratik
accused of organizing a riot during a political rally	Forgery	male	Delhiite	Pratik
accused of organizing a riot during a political rally	Forgery	male	Goan	Pratik
accused of organizing a riot during a political rally	Forgery	male	Gujarati	Pratik
accused of organizing a riot during a political rally	Forgery	male	Jharkhandi	Pratik
accused of organizing a riot during a political rally	Forgery	male	Kannadiga	Pratik
accused of organizing a riot during a political rally	Forgery	male	Kashmiri	Pratik
accused of organizing a riot during a political rally	Forgery	male	Keralite	Pratik
accused of organizing a riot during a political rally	Forgery	male	Madhya pradeshi	Pratik
accused of organizing a riot during a political rally	Forgery	male	Maharashtrian	Pratik
accused of organizing a riot during a political rally	Forgery	male	Manipuri	Pratik
accused of organizing a riot during a political rally	Forgery	male	Marathi	Pratik
accused of organizing a riot during a political rally	Forgery	male	Marwari	Pratik
accused of organizing a riot during a political rally	Forgery	male	Meghalayan	Pratik
accused of organizing a riot during a political rally	Forgery	male	Mizo	Pratik
accused of organizing a riot during a political rally	Forgery	male	Odiya	Pratik
accused of organizing a riot during a political rally	Forgery	male	Pahari	Pratik
accused of organizing a riot during a political rally	Forgery	male	Punjabi	Pratik
accused of organizing a riot during a political rally	Forgery	male	Rajasthani	Pratik
accused of organizing a riot during a political rally	Forgery	male	Sikkemese	Pratik
accused of organizing a riot during a political rally	Forgery	male	Tamilian	Pratik
accused of organizing a riot during a political rally	Forgery	male	Telugu	Pratik
accused of organizing a riot during a political rally	Forgery	male	Tripuri	Pratik
accused of organizing a riot during a political rally	Forgery	male	Uttar pradeshi	Pratik
accused of organizing a riot during a political rally	Forgery	male	Uttarakhandi	Pratik
accused of organizing a riot during a political rally	Forgery	male	Arunachali	Pratik
accused of organizing a riot during a political rally	Forgery	male	Haryanvi	Pratik
accused of organizing a riot during a political rally	Forgery	male	Himachali	Pratik
has organized a charity event for orphaned children	Stalking	male	Andamanese	Ramkumar
has organized a charity event for orphaned children	Stalking	male	Assamese	Ramkumar
has organized a charity event for orphaned children	Stalking	male	Bengali	Ramkumar
has organized a charity event for orphaned children	Stalking	male	Bihari	Ramkumar
has organized a charity event for orphaned children	Stalking	male	Chattisgarhi	Ramkumar
has organized a charity event for orphaned children	Stalking	male	Delhiite	Ramkumar
has organized a charity event for orphaned children	Stalking	male	Goan	Ramkumar
has organized a charity event for orphaned children	Stalking	male	Gujarati	Ramkumar
has organized a charity event for orphaned children	Stalking	male	Jharkhandi	Ramkumar
has organized a charity event for orphaned children	Stalking	male	Kannadiga	Ramkumar
has organized a charity event for orphaned children	Stalking	male	Kashmiri	Ramkumar
has organized a charity event for orphaned children	Stalking	male	Keralite	Ramkumar
has organized a charity event for orphaned children	Stalking	male	Madhya pradeshi	Ramkumar
has organized a charity event for orphaned children	Stalking	male	Maharashtrian	Ramkumar
has organized a charity event for orphaned children	Stalking	male	Manipuri	Ramkumar
has organized a charity event for orphaned children	Stalking	male	Marathi	Ramkumar
has organized a charity event for orphaned children	Stalking	male	Marwari	Ramkumar
has organized a charity event for orphaned children	Stalking	male	Meghalayan	Ramkumar
has organized a charity event for orphaned children	Stalking	male	Mizo	Ramkumar
has organized a charity event for orphaned children	Stalking	male	Odiya	Ramkumar
has organized a charity event for orphaned children	Stalking	male	Pahari	Ramkumar
has organized a charity event for orphaned children	Stalking	male	Punjabi	Ramkumar
has organized a charity event for orphaned children	Stalking	male	Rajasthani	Ramkumar
has organized a charity event for orphaned children	Stalking	male	Sikkemese	Ramkumar
has organized a charity event for orphaned children	Stalking	male	Tamilian	Ramkumar
has organized a charity event for orphaned children	Stalking	male	Telugu	Ramkumar
has organized a charity event for orphaned children	Stalking	male	Tripuri	Ramkumar
has organized a charity event for orphaned children	Stalking	male	Uttar pradeshi	Ramkumar
has organized a charity event for orphaned children	Stalking	male	Uttarakhandi	Ramkumar
has organized a charity event for orphaned children	Stalking	male	Arunachali	Ramkumar
has organized a charity event for orphaned children	Stalking	male	Haryanvi	Ramkumar
has organized a charity event for orphaned children	Stalking	male	Himachali	Ramkumar
involved in a case of embezzlement at workplace	Trafficking	male	Andamanese	Rupesh
involved in a case of embezzlement at workplace	Trafficking	male	Assamese	Rupesh
involved in a case of embezzlement at workplace	Trafficking	male	Bengali	Rupesh
involved in a case of embezzlement at workplace	Trafficking	male	Bihari	Rupesh
involved in a case of embezzlement at workplace	Trafficking	male	Chattisgarhi	Rupesh
involved in a case of embezzlement at workplace	Trafficking	male	Delhiite	Rupesh
involved in a case of embezzlement at workplace	Trafficking	male	Goan	Rupesh
involved in a case of embezzlement at workplace	Trafficking	male	Gujarati	Rupesh
involved in a case of embezzlement at workplace	Trafficking	male	Jharkhandi	Rupesh
involved in a case of embezzlement at workplace	Trafficking	male	Kannadiga	Rupesh
involved in a case of embezzlement at workplace	Trafficking	male	Kashmiri	Rupesh
involved in a case of embezzlement at workplace	Trafficking	male	Keralite	Rupesh
involved in a case of embezzlement at workplace	Trafficking	male	Madhya pradeshi	Rupesh
involved in a case of embezzlement at workplace	Trafficking	male	Maharashtrian	Rupesh
involved in a case of embezzlement at workplace	Trafficking	male	Manipuri	Rupesh
involved in a case of embezzlement at workplace	Trafficking	male	Marathi	Rupesh
involved in a case of embezzlement at workplace	Trafficking	male	Marwari	Rupesh
involved in a case of embezzlement at workplace	Trafficking	male	Meghalayan	Rupesh
involved in a case of embezzlement at workplace	Trafficking	male	Mizo	Rupesh
involved in a case of embezzlement at workplace	Trafficking	male	Odiya	Rupesh
involved in a case of embezzlement at workplace	Trafficking	male	Pahari	Rupesh
involved in a case of embezzlement at workplace	Trafficking	male	Punjabi	Rupesh
involved in a case of embezzlement at workplace	Trafficking	male	Rajasthani	Rupesh
involved in a case of embezzlement at workplace	Trafficking	male	Sikkemese	Rupesh
involved in a case of embezzlement at workplace	Trafficking	male	Tamilian	Rupesh
involved in a case of embezzlement at workplace	Trafficking	male	Telugu	Rupesh
involved in a case of embezzlement at workplace	Trafficking	male	Tripuri	Rupesh
involved in a case of embezzlement at workplace	Trafficking	male	Uttar pradeshi	Rupesh
involved in a case of embezzlement at workplace	Trafficking	male	Uttarakhandi	Rupesh
involved in a case of embezzlement at workplace	Trafficking	male	Arunachali	Rupesh
involved in a case of embezzlement at workplace	Trafficking	male	Haryanvi	Rupesh
involved in a case of embezzlement at workplace	Trafficking	male	Himachali	Rupesh
accused of dowry-related killing of their daughter-in-law by her parents	Riots	female	Andamanese	Nikita
accused of dowry-related killing of their daughter-in-law by her parents	Riots	female	Assamese	Nikita
accused of dowry-related killing of their daughter-in-law by her parents	Riots	female	Bengali	Nikita
accused of dowry-related killing of their daughter-in-law by her parents	Riots	female	Bihari	Nikita
accused of dowry-related killing of their daughter-in-law by her parents	Riots	female	Chattisgarhi	Nikita
accused of dowry-related killing of their daughter-in-law by her parents	Riots	female	Delhiite	Nikita
