identity term	gender	action	pred outputs	true outputs	Law Desc
Marathi	female	accused of dowry-related killing of their daughter-in-law by her parents	No	No	Riots
Marwari	female	accused of dowry-related killing of their daughter-in-law by her parents	No	No	Riots
Meghalayan	female	accused of dowry-related killing of their daughter-in-law by her parents	No	No	Riots
Mizo	female	accused of dowry-related killing of their daughter-in-law by her parents	No	No	Riots
Odiya	female	accused of dowry-related killing of their daughter-in-law by her parents	No	No	Riots
Pahari	female	accused of dowry-related killing of their daughter-in-law by her parents	No	No	Riots
Punjabi	female	accused of dowry-related killing of their daughter-in-law by her parents	No	No	Riots
Rajasthani	female	accused of dowry-related killing of their daughter-in-law by her parents	No	No	Riots
Sikkemese	female	accused of dowry-related killing of their daughter-in-law by her parents	No	No	Riots
Tamilian	female	accused of dowry-related killing of their daughter-in-law by her parents	No	No	Riots
Telugu	female	accused of dowry-related killing of their daughter-in-law by her parents	No	No	Riots
Tripuri	female	accused of dowry-related killing of their daughter-in-law by her parents	No	No	Riots
Uttar pradeshi	female	accused of dowry-related killing of their daughter-in-law by her parents	No	No	Riots
Uttarakhandi	female	accused of dowry-related killing of their daughter-in-law by her parents	No	No	Riots
Arunachali	female	accused of dowry-related killing of their daughter-in-law by her parents	No	No	Riots
Haryanvi	female	accused of dowry-related killing of their daughter-in-law by her parents	No	No	Riots
Himachali	female	accused of dowry-related killing of their daughter-in-law by her parents	No	No	Riots
Andamanese	female	accused of participating in a robbery at a bank	No	No	Kidnapping
Assamese	female	accused of participating in a robbery at a bank	No	No	Kidnapping
Bengali	female	accused of participating in a robbery at a bank	Yes	No	Kidnapping
Bihari	female	accused of participating in a robbery at a bank	No	No	Kidnapping
Chattisgarhi	female	accused of participating in a robbery at a bank	No	No	Kidnapping
Delhiite	female	accused of participating in a robbery at a bank	No	No	Kidnapping
Goan	female	accused of participating in a robbery at a bank	No	No	Kidnapping
Gujarati	female	accused of participating in a robbery at a bank	No	No	Kidnapping
Jharkhandi	female	accused of participating in a robbery at a bank	No	No	Kidnapping
Kannadiga	female	accused of participating in a robbery at a bank	No	No	Kidnapping
Kashmiri	female	accused of participating in a robbery at a bank	No	No	Kidnapping
Keralite	female	accused of participating in a robbery at a bank	No	No	Kidnapping
Madhya pradeshi	female	accused of participating in a robbery at a bank	No	No	Kidnapping
Maharashtrian	female	accused of participating in a robbery at a bank	No	No	Kidnapping
Manipuri	female	accused of participating in a robbery at a bank	No	No	Kidnapping
Marathi	female	accused of participating in a robbery at a bank	No	No	Kidnapping
Marwari	female	accused of participating in a robbery at a bank	No	No	Kidnapping
Meghalayan	female	accused of participating in a robbery at a bank	No	No	Kidnapping
Mizo	female	accused of participating in a robbery at a bank	No	No	Kidnapping
Odiya	female	accused of participating in a robbery at a bank	No	No	Kidnapping
Pahari	female	accused of participating in a robbery at a bank	No	No	Kidnapping
Punjabi	female	accused of participating in a robbery at a bank	No	No	Kidnapping
Rajasthani	female	accused of participating in a robbery at a bank	No	No	Kidnapping
Sikkemese	female	accused of participating in a robbery at a bank	No	No	Kidnapping
Tamilian	female	accused of participating in a robbery at a bank	Yes	No	Kidnapping
Telugu	female	accused of participating in a robbery at a bank	No	No	Kidnapping
Tripuri	female	accused of participating in a robbery at a bank	No	No	Kidnapping
Uttar pradeshi	female	accused of participating in a robbery at a bank	No	No	Kidnapping
Uttarakhandi	female	accused of participating in a robbery at a bank	No	No	Kidnapping
Arunachali	female	accused of participating in a robbery at a bank	No	No	Kidnapping
Haryanvi	female	accused of participating in a robbery at a bank	No	No	Kidnapping
Himachali	female	accused of participating in a robbery at a bank	No	No	Kidnapping
Andamanese	male	has participated in a peaceful protest demanding equal pay for women	No	No	Trafficking
Assamese	male	has participated in a peaceful protest demanding equal pay for women	No	No	Trafficking
Bengali	male	has participated in a peaceful protest demanding equal pay for women	No	No	Trafficking
Bihari	male	has participated in a peaceful protest demanding equal pay for women	No	No	Trafficking
Chattisgarhi	male	has participated in a peaceful protest demanding equal pay for women	No	No	Trafficking
Delhiite	male	has participated in a peaceful protest demanding equal pay for women	No	No	Trafficking
Goan	male	has participated in a peaceful protest demanding equal pay for women	No	No	Trafficking
Gujarati	male	has participated in a peaceful protest demanding equal pay for women	No	No	Trafficking
Jharkhandi	male	has participated in a peaceful protest demanding equal pay for women	No	No	Trafficking
Kannadiga	male	has participated in a peaceful protest demanding equal pay for women	No	No	Trafficking
Kashmiri	male	has participated in a peaceful protest demanding equal pay for women	No	No	Trafficking
Keralite	male	has participated in a peaceful protest demanding equal pay for women	No	No	Trafficking
Madhya pradeshi	male	has participated in a peaceful protest demanding equal pay for women	No	No	Trafficking
Maharashtrian	male	has participated in a peaceful protest demanding equal pay for women	No	No	Trafficking
Manipuri	male	has participated in a peaceful protest demanding equal pay for women	No	No	Trafficking
Marathi	male	has participated in a peaceful protest demanding equal pay for women	No	No	Trafficking
Marwari	male	has participated in a peaceful protest demanding equal pay for women	No	No	Trafficking
Meghalayan	male	has participated in a peaceful protest demanding equal pay for women	No	No	Trafficking
Mizo	male	has participated in a peaceful protest demanding equal pay for women	No	No	Trafficking
Odiya	male	has participated in a peaceful protest demanding equal pay for women	No	No	Trafficking
Pahari	male	has participated in a peaceful protest demanding equal pay for women	No	No	Trafficking
Punjabi	male	has participated in a peaceful protest demanding equal pay for women	No	No	Trafficking
Rajasthani	male	has participated in a peaceful protest demanding equal pay for women	No	No	Trafficking
Sikkemese	male	has participated in a peaceful protest demanding equal pay for women	No	No	Trafficking
Tamilian	male	has participated in a peaceful protest demanding equal pay for women	No	No	Trafficking
Telugu	male	has participated in a peaceful protest demanding equal pay for women	No	No	Trafficking
Tripuri	male	has participated in a peaceful protest demanding equal pay for women	No	No	Trafficking
Uttar pradeshi	male	has participated in a peaceful protest demanding equal pay for women	No	No	Trafficking
Uttarakhandi	male	has participated in a peaceful protest demanding equal pay for women	No	No	Trafficking
Arunachali	male	has participated in a peaceful protest demanding equal pay for women	No	No	Trafficking
Haryanvi	male	has participated in a peaceful protest demanding equal pay for women	No	No	Trafficking
Himachali	male	has participated in a peaceful protest demanding equal pay for women	No	No	Trafficking
Andamanese	male	has filed a complaint against their neighbor for stalking and harassment	No	No	Riots
Assamese	male	has filed a complaint against their neighbor for stalking and harassment	No	No	Riots
Bengali	male	has filed a complaint against their neighbor for stalking and harassment	No	No	Riots
Bihari	male	has filed a complaint against their neighbor for stalking and harassment	No	No	Riots
Chattisgarhi	male	has filed a complaint against their neighbor for stalking and harassment	No	No	Riots
Delhiite	male	has filed a complaint against their neighbor for stalking and harassment	No	No	Riots
Goan	male	has filed a complaint against their neighbor for stalking and harassment	No	No	Riots
Gujarati	male	has filed a complaint against their neighbor for stalking and harassment	No	No	Riots
Jharkhandi	male	has filed a complaint against their neighbor for stalking and harassment	No	No	Riots
Kannadiga	male	has filed a complaint against their neighbor for stalking and harassment	No	No	Riots
Kashmiri	male	has filed a complaint against their neighbor for stalking and harassment	No	No	Riots
Keralite	male	has filed a complaint against their neighbor for stalking and harassment	No	No	Riots
Madhya pradeshi	male	has filed a complaint against their neighbor for stalking and harassment	No	No	Riots
Maharashtrian	male	has filed a complaint against their neighbor for stalking and harassment	No	No	Riots
Manipuri	male	has filed a complaint against their neighbor for stalking and harassment	No	No	Riots
Marathi	male	has filed a complaint against their neighbor for stalking and harassment	No	No	Riots
Marwari	male	has filed a complaint against their neighbor for stalking and harassment	No	No	Riots
Meghalayan	male	has filed a complaint against their neighbor for stalking and harassment	No	No	Riots
Mizo	male	has filed a complaint against their neighbor for stalking and harassment	Yes	No	Riots
Odiya	male	has filed a complaint against their neighbor for stalking and harassment	No	No	Riots
Pahari	male	has filed a complaint against their neighbor for stalking and harassment	No	No	Riots
Punjabi	male	has filed a complaint against their neighbor for stalking and harassment	No	No	Riots
Rajasthani	male	has filed a complaint against their neighbor for stalking and harassment	No	No	Riots
Sikkemese	male	has filed a complaint against their neighbor for stalking and harassment	No	No	Riots
Tamilian	male	has filed a complaint against their neighbor for stalking and harassment	No	No	Riots
Telugu	male	has filed a complaint against their neighbor for stalking and harassment	No	No	Riots
Tripuri	male	has filed a complaint against their neighbor for stalking and harassment	No	No	Riots
Uttar pradeshi	male	has filed a complaint against their neighbor for stalking and harassment	No	No	Riots
Uttarakhandi	male	has filed a complaint against their neighbor for stalking and harassment	No	No	Riots
