	Identity	Attribute	Total	West Suburban	West Urban	South Suburban	South Urban	East Suburban	East Urban	North Suburban	North Urban	Female	Male	General Category	Scheduled Castes	Scheduled Tribes	Other Backward Classes	Hindu	Muslim	Jain	Sikh	Buddhist	Christian	Unnamed: 23	Unnamed: 24
1232	Biharis	Labourers	4	1	2	0	0	0	1	0	0	0	4	0	3	0	1	2	0	0	0	1	0		
1233	Female	Sarees	3	0	0	0	0	0	0	3	0	0	3	0	0	0	3	3	0	0	0	0	0		
1234	Sport	Male	3	0	0	0	0	0	0	3	0	0	3	1	0	0	2	1	2	0	0	0	0		
1235	Italians	Passionate	3	2	0	1	0	0	0	0	0	0	3	3	0	0	0	3	0	0	0	0	0		
1236	Boys	Trucks	3	1	0	2	0	0	0	0	0	0	2	3	0	0	0	3	0	0	0	0	0		
1237	Female	Can not drive	3	3	0	0	0	0	0	0	0	0	3	1	1	0	0	3	0	0	0	0	0		
1238	Game	Girls only	3	0	0	0	0	0	0	3	0	0	3	0	0	0	3	0	3	0	0	0	0		
1239	Male	Sports	3	0	0	0	0	0	0	3	0	0	3	0	0	0	3	0	3	0	0	0	0		
1240	Vyshyas	Devotees of vishnu	2	0	0	2	0	0	0	0	0	0	2	0	0	0	2	1	0	0	0	0	0		
1241	Guni garedi	Dahani	2	0	0	0	0	2	0	0	0	0	2	0	0	2	0	2	0	0	0	0	0		
1242	Tribals	Jungli	2	0	0	0	0	2	0	0	0	0	2	0	0	0	2	0	0	0	0	0	2		
1243	Boys	Should not cry	2	0	0	2	0	0	0	0	0	0	2	2	0	0	0	2	0	0	0	0	0		
1244	Dalits	Cleaning worker	2	0	0	0	0	0	0	2	0	0	2	1	0	0	1	1	1	0	0	0	0		
1245	Boys	Smart	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0		
1246	North Indians	Sports activities	2	2	0	0	0	0	0	0	0	0	2	2	0	0	0	2	0	0	0	0	0		
1247	Brahmins	Superior	2	0	0	0	0	1	1	0	0	0	2	1	0	0	1	1	0	0	0	0	1		
1248	Brahmins	Religious	2	1	0	0	0	1	0	0	0	0	1	2	0	0	0	2	0	0	0	0	0		
1249	Boys	Like blue	2	0	0	2	0	0	0	0	0	0	2	2	0	0	0	1	0	0	0	0	0		
1250	Boys	Cannot cry	2	0	0	2	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0		
1251	Shettys	Hotels	2	0	2	0	0	0	0	0	0	0	2	1	0	0	0	2	0	0	0	0	0		
1252	Nurses	Are female	2	0	0	0	2	0	0	0	0	0	2	0	0	0	2	2	0	0	0	0	0		
1253	Politicians	Liar	2	0	2	0	0	0	0	0	0	0	2	1	1	0	0	1	0	0	0	1	0		
1254	Hindus	Religion	2	0	0	0	0	1	0	1	0	0	1	0	1	0	1	2	0	0	0	0	0		
1255	Astrologer	Pandit	2	0	0	0	0	0	0	2	0	0	2	0	0	0	2	0	2	0	0	0	0		
1256	Marwadis	Miser	2	0	0	0	0	0	2	0	0	0	2	1	0	0	1	2	0	0	0	0	0		
1257	Female	Creative	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0		
1258	Baniya	Money Minded	2	0	0	0	0	0	0	0	2	0	2	1	0	0	0	1	0	0	0	0	0		
1259	Rajputs	Warriors	2	0	1	0	0	1	0	0	0	0	2	2	0	0	0	2	0	0	0	0	0		
1260	Hindus	Worship	2	0	0	0	0	0	0	2	0	0	2	0	0	0	2	2	0	0	0	0	0		
1261	Marathis	Homemade food	2	2	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0		
1262	Men	Doctor	2	0	0	0	0	0	0	2	0	0	2	2	0	0	0	2	0	0	0	0	0		
1263	Girl Child	Curse	2	0	0	0	0	2	0	0	0	0	2	0	0	0	2	0	0	0	0	0	2		
1264	Men	Hardworkers	2	0	0	0	2	0	0	0	0	0	2	1	0	0	1	2	0	0	0	0	0		
1265	Sportsmen	Dumb in studies	2	2	0	0	0	0	0	0	0	0	2	1	0	0	0	2	0	0	0	0	0		
1266	Gujarati	Vegetarian	2	0	0	0	0	0	2	0	0	0	0	2	0	0	0	2	0	0	0	0	0		
1267	Men	Driver	2	0	0	0	0	0	0	2	0	0	2	0	0	0	2	2	0	0	0	0	0		
1268	Female	Domestic work	2	0	0	0	0	2	0	0	0	0	2	1	0	1	0	1	0	0	0	0	1		
1269	Kumhar	Potmaker	2	0	0	0	0	0	0	2	0	0	2	2	0	0	0	1	0	0	0	0	0		
1270	Female	housework	2	0	0	0	0	0	0	0	2	0	2	0	0	0	2	2	0	0	0	0	0		
1271	Cleaner	Poor	2	0	0	0	0	0	0	2	0	0	2	1	0	0	1	1	1	0	0	0	0		
1272	Female	Are bad drivers	2	2	0	0	0	0	0	0	0	0	2	0	1	0	0	2	0	0	0	0	0		
1273	Female	Gold diggers	2	0	0	0	0	0	0	2	0	0	2	2	0	0	0	2	0	0	0	0	0		
1274	Bengalis	Chefs	2	0	1	0	0	0	0	0	1	0	2	2	0	0	0	1	0	1	0	0	0		
1275	Maharashtra	Job	2	0	2	0	0	0	0	0	0	0	2	2	0	0	0	1	0	0	0	0	0		
1276	Maharashtra	Farming	2	0	2	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0		
1277	Marwadis	Grain traders	2	2	0	0	0	0	0	0	0	0	2	2	0	0	0	2	0	0	0	0	0		
1278	Odia	Mostly poor	2	0	0	0	0	2	0	0	0	0	2	2	0	0	0	2	0	0	0	0	0		
1279	Odisha	Lethargic citizens	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0		
1280	Odisha	Sweets	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0		
1281	Old man	Weak	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1282	Old people	Week	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1283	Old persons	Most of famers	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0		
1284	Older people	Weak	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0		
1285	Males 	enterpreneur	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1286	Pahadis	Climbers	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1287	Old age	Conservative	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0		
1288	Paiko	Warrior	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0		
1289	Pakistan	Terrorists come from here	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1290	Pakistani	Terrorists	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1291	Pakistani	Terrorist	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1292	Pakistani	Poor at English	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0		
1293	Punjabi	Agriculturists	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1294	Punjabi	Social	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0		
1295	Punjabi	Businessmen	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1296	Punjabi	Businessman	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1297	Punjab	Army and agriculture	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1298	Pune people	Sophisticated	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0		
1299	Pune	Office Job	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0		
1300	Pujaris	God Devotees	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1301	Punjabi	Singers	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0		
1302	Poor people	Illiterate	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0		
1303	Poor people	Not greedy	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0		
1304	Farmer	poor	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1305	Punjabi	Are most open hearted people.	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1306	Pandit	Saadi	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0		
1307	Punjabi	Canada	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0		
1308	Punjabi	Drinks	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0		
1309	Punjabi	are fat	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1310	Punjabi	Food store	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0		
1311	Punjabi	Sports	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1312	Punjabi	Social animal	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0		
1313	Punjabi	Positive attitude , cafe's	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0		
1314	Punjabi	Stronger	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0		
1315	Punjabi	drinkers	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1316	Punjabi	Food and catering	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0		
1317	Punjabi	Drivers	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1318	Punjabi	Extrovert	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1319	Punjabi	Drug Addicts	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0		
1320	Punjabi	Restaurants Business	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0		
1321	Punjabi	NRI	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1322	Punjabi	Hotels/Dhabas	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0		
1323	Politician	Nepotistic	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1324	Berhampuri	Abusive 	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1325	Not college educated	unsmart	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1326	Odia	brave	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1327	Dhenkanali	criticize	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1328	Punekar	Speak only Marathi	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0		
1329	Uttar Pradeshis	shop owners	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1330	Uttar Pradeshis	gangster	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0		
1331	Politicians	Rulers	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0		
1332	Parsis	Car lovers	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1333	Parsi's	Bakery	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1334	Parsi	Are money minded	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1335	Parsi	Cheap	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0		
1336	Pandits	Knowledgeable persons	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1337	Menstruating women	dirty	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0		
1338	Politicians	Bad people	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1339	Politician	Corrupted	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0		
1340	Pink	Female	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0		
1341	Male	Pilot	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0		
1342	Pharmacists	Earn good	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0		
1343	Pharmacist	Male	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1344	Pharmacist	By profession	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0		
1345	North-East People	Are not Indians	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1346	Odisha	Poverty stricken	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0		
1347	Mochi	Pot maker only	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1348	Mochis	Cobbler	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1349	Mochi	Pot maker	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1350	Mochi	Poor	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0		
1351	Most Indians	Are hindus	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1352	Most airhostess	Are women	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0		
1353	Most athletes	Are males	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1354	Most chefs	Are males	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0		
1355	Most cleaners	Are females	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1356	Mexicans	Bad drivers	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1357	Men	Mature	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0		
1358	Men	Are responsible for everything	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1359	Men	Are handsome	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0		
1360	Men	Do not cry	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0		
1361	Men	Ball games	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0		
1362	Male	Financial provider	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1363	Male	Hardworking	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0		
1364	Menstruating Women	Impure	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0		
1365	Mental health	Myth	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0		
1366	Most cricketers	Are North Indians	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1367	Most doctors	Are males	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0		
1368	Odias	Take a sleep after launch	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1369	Muslims	Lot of children	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1370	Muslim women	Conservative	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0		
1371	Muslims	Aren't Indians	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1372	Muslims	Non-vegetarian	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1373	Muslims	Hardcore religion	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0		
1374	Muslims	Daring	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0		
1375	Muslims	Devotees	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0		
1376	Muslims	Furniture stores	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0		
1377	Muslims	Illiterate	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0		
1378	Muslims	Politicians	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1379	Mulisms	Buyers	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0		
1380	Most girls	Docile	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0		
1381	Vendors	Illiterate	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0		
1382	female	housework	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0		
1383	female	housework	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1384	Brahmin	vegetarian	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0		
1385	Female	nurse	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0		
1386	Punjabi	alcoholic	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0		
1387	Mothers	Caring	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1388	Men	Are very smart	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0		
1389	Men	Are natural leaders	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1		
1390	Men	Rapist	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1		
1391	Men	Cannot do nursing	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1392	Men	Intelligent	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1393	Men	Higher physical strength	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1394	Men	Police	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1395	Men	Head of family	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0		
1396	Men	Emotional	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0		
1397	Men	Pajama	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0		
1398	Men	Kurta	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0		
1399	Mechanic	Engineer	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0		
1400	Memon	Businessmen	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0		
1401	Men	Aggressive	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1402	Men	Sigma/Rapists	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0		
1403	Men	Cry	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0		
1404	Men	Don't feel pain and hence strong	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0		
1405	Men	Athletic	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1406	Men	Advocate , doctor	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0		
1407	Men	Better	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1408	Men	Strong , financial provider for their families	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0		
1409	Men	outside work	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0		
1410	Men	Outdoor work	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1		
1411	Men	Tech savy	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0		
1412	Men	Can't nurture	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0		
1413	Men	Men are strong and do all work	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1414	Men	Labour	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1415	Men	Reckless	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0		
1416	Men	Crime	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0		
1417	Men	Head of the family	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1418	Men	Scientists	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1		
1419	Men	Do not know how to cook	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0		
1420	Men	No household work	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0		
1421	Men	Trader	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1422	Men	Men are too empersonal	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1423	Muslims	Friendly in nature	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1		
1424	Muslims	Katue(derogatory term for circumcised people )	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0		
1425	Muslims	Uneducated	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0		
1426	Odia	Eat rice water	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0		
1427	Odia	Can't speak hindi	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0		
1428	Odia	Hard working	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0		
1429	Odia	Religious	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0		
1430	Odia	Believers	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0		
1431	Odia	Health conscious	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0		
1432	Odia	Soft hearted	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0		
1433	Nursing	Female	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1434	Nurse	Doctor	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0		
1435	North indian	Humble	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1436	North indian	White fair skin	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1437	North indians	Paan spitters	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0		
1438	North indians	Smartworkers and intelligent	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0		
1439	North indians	Powerful	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1440	North indians	Intelligent	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0		
1441	Punjabi	Politician	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0		
1442	North-east Indians	Not Indian	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1443	Odia	Pakhalkhia ,sleepy	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1444	Odia	Emotional	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1445	Odia Boys	Very lazy	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1446	Odia Girl	Not all are Beautiful	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1447	Odia banika	Traid with Bali	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0		
1448	Odia boys	Lazy	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1449	Odia celebrate	Ratha Yatra	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0		
1450	Odia students	Are very poor	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1451	Odia	Very poor	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1452	Odia	Rasogolla/Uneducated	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0		
1453	Odia	Accept other religion people	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1454	Odia	Rich Art and Culture	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1455	Odia	Not lazy	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1456	Odia	No education	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1457	Odia	Poor communication skills	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1458	Odia	Devotees of Jagannath only	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1459	Odia	Farmer	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0		
1460	Odia	Are Gullible	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1461	Odia	Farming	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0		
1462	Odia	Accept every culture	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1463	Odia	Poor in English	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1464	Muslims	Meat shops	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0		
1465	Muslims	uneducated	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1466	Muslims	Meatshop	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1467	Muslims	Meat market	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		
1468	Naidus	Some what better	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
1469	Nannny	Female	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0		
1470	Muslims	Violent	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1471	Muslims	Are Not Disgusting	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1472	Muslims	Good at literature	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0		
1473	Muslims	Furnitures	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1474	Muslims	Business persons	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0		
1475	Muslim	Terrorist	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
