"Identity","Attribute","Total","West Suburban","West Urban","South Suburban","South Urban","East Suburban","East Urban","North Suburban","North Urban","Female","Male","General Category","Scheduled Castes","Scheduled Tribes","Other Backward Classes","Hindu","Muslim","Jain","Sikh","Buddhist","Christian","",""
"Slum people","Isolated","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Soldiers","Fearless","1","0","0","0","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","",""
"Fair skinned person","Selfish and arrogant","1","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","",""
"Dark skinned person","Bad person","1","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","",""
"Sikhs","Drinks","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","1","0","0","",""
"Sikkimis","Handcrafts","1","0","0","0","0","0","0","1","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Sindhis","Are miser.","1","0","1","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","",""
"Sindhis","Land of Sufis","1","0","0","0","0","0","1","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Sindhis","Brave","1","0","0","0","1","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Sindhis","Transporters","1","0","0","0","0","0","1","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Sindhis","Not vegetarians","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","",""
"Sindhis","Misers","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","",""
"Some animals","Dangerous","1","0","0","0","1","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"South Indian","Do not gel easily","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","1","0","0","0","0","0","",""
"South Indian","Uttar Pradeshi","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"South Indian","Hotels","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"South Indian","IT geeks","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","1","0","0","",""
"South Indian","Madrasi","1","0","1","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","",""
"South Indian","Dark skinned","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","",""
"South Indian","Colour discrimination","1","0","1","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","",""
"South Indian","Resturants","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"South Indian","Dark Complexioned","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","1","0","0","0","0","0","",""
"South Indian","English speaker","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","",""
"South Indian","Curly hair","1","0","1","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","",""
"South Indian","Black in skin colour","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","",""
"South Indian","Black skin tone","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","1","0","0","0","0","0","",""
"South East Asians","Chinese","1","0","0","0","0","0","1","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"South India","Conservative","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",""
"South Indian women","Are not allowed to drive bikes","1","0","0","0","1","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","",""
"South Indian","Blackish","1","0","1","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","",""
"South Indian","Scientists","1","0","1","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","",""
"South Indian","Dark in complexion","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Males","Superior","1","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","",""
"Marwadis or Gujaratis","Traders","1","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","",""
"Buddhists","Non-Violent","1","0","0","1","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","",""
"Buddhists","Peaceful","1","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","",""
"Business persons","Men","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","",""
"Businessmen","Rulers","1","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","",""
"Businessmen","Real politics","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Calm","Female","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","",""
"Brown skinned people","Lower caste","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","",""
"Brown people","Backward","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","",""
"Brahmins","Vegetarians","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Brahmins","Are vegetarians","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","",""
"Brave","Men","1","0","0","0","0","0","1","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"British people","Are always polite","1","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","",""
"Brahmins","Couldn’t eat non-veg","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","1","0","0","0","0","0","",""
"China","Made virus","1","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","",""
"China","Fake items","1","0","0","0","0","1","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","",""
"China","Artificial","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","",""
"Chinese","Are shallow and selfish","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Chefs","Female","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","",""
"Catholic","Fluent english speaking","1","0","1","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","",""
"Chamar","Footwear /male","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Chattisgarh","Not considered as state","1","0","0","0","0","0","1","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Chau dance","Mayurbhanj","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Chef","Male","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","1","0","0","",""
"Brahmins","High society","1","0","0","0","0","0","1","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Boys","Bossy","1","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","",""
"Boys","Should play with trucks","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Boys","Do not cry","1","0","1","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","",""
"Boys","Are better at maths","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","",""
"Boys","Play with trucks","1","0","0","1","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","",""
"Boys","Youngster","1","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","",""
"Boys","Should not cry","1","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","",""
"Boys","Like black","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Boys should play","Guns","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","",""
"Brahmin Women","Beautiful","1","0","0","0","0","0","1","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Boys","Like black","1","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","",""
"Boys","Free to all","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Boys","Weak","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","",""
"Boys","Outside work","1","0","0","0","0","0","1","0","0","1","0","0","0","0","1","1","0","0","0","0","0","",""
"Boys","Free to roar","1","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","",""
"Boys","Can't like pink","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","",""
"Boys","Dare","1","0","0","0","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","",""
"Boys","shouldnt/cant use coloured clothes","1","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","",""
"Boys","Free to roam","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Boys","Driving","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",""
"Brahmins","Spirituals","1","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","",""
"Brahmins","Can't eat non-veg","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Brahmins","worshipper","1","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","",""
"Brahmins","Priests for rituals","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","",""
"Brahmins","are astrologers","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","",""
"Brahmins","upper class","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","",""
"Brahmins","Uppermost and respected","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Brahmins","Smart","1","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","",""
"Brahmins","Veggies","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","",""
"Brahmins","Devotees of god","1","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","",""
"Brahmins","Polite","1","0","0","1","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","",""
"Brahmins","Are enchanters","1","0","0","0","1","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Brahmins","are Vegetarian","1","0","0","0","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","",""
"Brahmins","Teachers","1","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","",""
"Brahmins","Priesthood","1","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","",""
"Boys","Are Strong people","1","0","0","0","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","",""
"Engineering","Boys","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","",""
"Educated people","Rich one's","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Elder sibling","Responsibility","1","0","0","0","0","0","1","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Elderly","Smart and talented","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","",""
"Engineers","Smart","1","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","",""
"Engineers","Techie","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","",""
"Engineers","Dumb","1","0","0","1","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","",""
"Engineers","Hardworkers","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","",""
"Educated person","has personality","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"East Indians","Chinese","1","0","0","0","0","0","0","1","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Doctors","Intelligent","1","0","0","1","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","",""
"Doctors","Rich","1","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","",""
"Male","Driver","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","",""
"Female","Housemaker","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Overweight person","Eats a lot","1","0","1","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","",""
"Overweight person","Not suitable for marriage","1","0","0","0","0","0","0","1","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Female","weak","1","0","0","0","0","0","1","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Female","Less intelligent than male","1","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","",""
"Female showing skin","Characterless","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","",""
"Female","Are not meant for entertainment industry","1","0","0","0","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","",""
"Female","Beauty salon","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","",""
"Overweight person","Dysfuntional body","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","",""
"Overweight person","Eats a lot","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","",""
"Fair skin","Foreigners","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Fair skinned person","Good","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Male","Farmer","1","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","",""
"Disabled person","Inferior","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Christian","Believe in God","1","0","0","1","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","",""
"City dwellers","Satisfied","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Civil engineers","Construct","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Dark skinned person","Ugly","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","",""
"Female","Cook","1","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","1","0","0","0","0","",""
"Male","Can't cook","1","0","0","0","0","0","1","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Male","Cricketer","1","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","",""
"Christians","Bakery","1","0","0","1","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","",""
"Christians","Business persons","1","1","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","",""
"Christians","Professional","1","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","",""
"Christian","Untouchable","1","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","",""
"Christian","Converted","1","0","0","0","0","0","1","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Christian","Not allowed short dress","1","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","",""
"Christian","Business persons","1","0","0","0","0","0","0","1","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Christian","Mostly non vegetarian","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","",""
"Christians","Jobs","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Christian","Non vegetarian","1","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","",""
"Christians","Christmas","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","",""
"Female","Designer","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","",""
"Delhiites","Rude","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",""
"Delhites","Are experimental","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","",""
"Desia","Chaiti parba","1","0","0","0","0","1","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","",""
